index,type,name,resident,streamed,parentStack
38,xmodelmesh,attach_t7_smg_ap9_dbal_02_lod4380ec202,240,7664,|attach_t7_smg_ap9_dbal_02_world|xmodel|acv_steadyaim_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
39,xmodelmesh,attach_t7_smg_ap9_silencer_02_lod318d9f768,240,5136,|attach_t7_smg_ap9_silencer_02_world|xmodel|acv_suppressed_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
40,xmodelmesh,p7_debris_rockychunks_small_12_lod06d729713,1744,0,|p7_debris_rockychunks_small_12|xmodel|impacts/fx_bul_impact_dirt_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
41,xmodelmesh,attach_t7_smg_ap9_barrel_02_lod46de71307,240,16896,|attach_t7_smg_ap9_barrel_02_world|xmodel|acv_extbarrel_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
42,xmodelmesh,attach_t7_smg_ap9_ext_mag_02_lod4e0c100b2,240,41072,|attach_t7_smg_ap9_ext_mag_02_world|xmodel|acv_extclip_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
43,xmodelmesh,wpn_t7_smg_ap9_mag_lod1b872270d,3920,0,|wpn_t7_smg_ap9_mag_world|xmodel|acv_fastreload_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
44,xmodelmesh,attach_t7_smg_ap9_fast_mag_02_lod48a241191,240,10352,|attach_t7_smg_ap9_fast_mag_02_world|xmodel|acv_fastreload_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
45,xmodelmesh,attach_t7_smg_ap9_handguard_02_lod226b57c62,240,8160,|attach_t7_smg_ap9_handguard_02_world|xmodel|acv_fmj_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
46,xmodelmesh,attach_t7_smg_ap9_foregrip_02_lod4dc093ff8,240,19232,|attach_t7_smg_ap9_foregrip_02_world|xmodel|acv_grip_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
47,xmodelmesh,attach_t7_smg_ap9_grip_02_lod489dd3066,240,62464,|attach_t7_smg_ap9_grip_02_world|xmodel|acv_quickdraw_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
48,xmodelmesh,attach_t7_smg_ap9_bolt_02_lod47e4bcb51,240,7312,|attach_t7_smg_ap9_bolt_02_world|xmodel|acv_rf_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
49,xmodelmesh,attach_t7_smg_ap9_stock_02_lod3cc2b0a13,240,14624,|attach_t7_smg_ap9_stock_02_world|xmodel|acv_stalker_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
50,xmodelmesh,attach_t7_smg_ap9_dbal_02_lod4b74b814b,240,46736,|attach_t7_smg_ap9_dbal_02_world|xmodel|acv_steadyaim_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
51,xmodelmesh,attach_t7_smg_ap9_silencer_02_lod3cfc4dab8,240,13808,|attach_t7_smg_ap9_silencer_02_world|xmodel|acv_suppressed_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
52,xmodelmesh,p7_fxp_debris_rock_02_lod02ebb8247,1152,0,|p7_fxp_debris_rock_02|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
53,xmodelmesh,attach_t7_smg_ap9_barrel_02_lod34af1ab7a,240,22160,|attach_t7_smg_ap9_barrel_02_world|xmodel|acv_extbarrel_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
54,xmodelmesh,attach_t7_smg_ap9_ext_mag_02_lod3285cc9ca,240,102576,|attach_t7_smg_ap9_ext_mag_02_world|xmodel|acv_extclip_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
55,xmodelmesh,attach_t7_smg_ap9_fast_mag_02_lod38a241191,240,10384,|attach_t7_smg_ap9_fast_mag_02_world|xmodel|acv_fastreload_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
56,xmodelmesh,attach_t7_smg_ap9_handguard_02_lod2b6025d25,240,14176,|attach_t7_smg_ap9_handguard_02_world|xmodel|acv_fmj_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
57,xmodelmesh,attach_t7_smg_ap9_foregrip_02_lod3f7d5aa0,240,26496,|attach_t7_smg_ap9_foregrip_02_world|xmodel|acv_grip_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
58,xmodelmesh,attach_t7_smg_ap9_grip_02_lod349578491,240,68288,|attach_t7_smg_ap9_grip_02_world|xmodel|acv_quickdraw_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
59,xmodelmesh,attach_t7_smg_ap9_bolt_02_lod37e4bcb51,240,7152,|attach_t7_smg_ap9_bolt_02_world|xmodel|acv_rf_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
60,xmodelmesh,attach_t7_smg_ap9_stock_02_lod32c0cf77a,240,47056,|attach_t7_smg_ap9_stock_02_world|xmodel|acv_stalker_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
61,xmodelmesh,attach_t7_smg_ap9_dbal_02_lod3b74b814b,240,46560,|attach_t7_smg_ap9_dbal_02_world|xmodel|acv_steadyaim_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
62,xmodelmesh,attach_t7_smg_ap9_silencer_02_lod3f6be092a,240,42352,|attach_t7_smg_ap9_silencer_02_world|xmodel|acv_suppressed_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
63,xmodelmesh,p7_fxp_debris_rock_01_lod045e53e51,1616,0,|p7_fxp_debris_rock_01|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
64,xmodelmesh,p7_fxp_debris_rock_02_lod04a602904,1504,0,|p7_fxp_debris_rock_02|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
65,xmodelmesh,p7_fxp_debris_rock_03_lod0e366af72,1504,0,|p7_fxp_debris_rock_03|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
66,xmodelmesh,attach_t7_smg_ap9_barrel_02_lod24af1ab7a,240,22288,|attach_t7_smg_ap9_barrel_02_world|xmodel|acv_extbarrel_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
67,xmodelmesh,attach_t7_smg_ap9_ext_mag_02_lod277b53757,240,110864,|attach_t7_smg_ap9_ext_mag_02_world|xmodel|acv_extclip_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
68,xmodelmesh,wpn_t7_smg_ap9_mag_lod14a42faa4,224,6128,|wpn_t7_smg_ap9_mag_world|xmodel|acv_fastreload_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
69,xmodelmesh,attach_t7_smg_ap9_fast_mag_02_lod28a241191,240,10560,|attach_t7_smg_ap9_fast_mag_02_world|xmodel|acv_fastreload_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
70,xmodelmesh,attach_t7_smg_ap9_handguard_02_lod25494c510,240,56160,|attach_t7_smg_ap9_handguard_02_world|xmodel|acv_fmj_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
71,xmodelmesh,attach_t7_smg_ap9_foregrip_02_lod2bce9a8f3,240,30000,|attach_t7_smg_ap9_foregrip_02_world|xmodel|acv_grip_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
72,xmodelmesh,attach_t7_smg_ap9_grip_02_lod2868da8f4,240,72880,|attach_t7_smg_ap9_grip_02_world|xmodel|acv_quickdraw_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
73,xmodelmesh,attach_t7_smg_ap9_bolt_02_lod27e4bcb51,240,7248,|attach_t7_smg_ap9_bolt_02_world|xmodel|acv_rf_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
74,xmodelmesh,attach_t7_smg_ap9_stock_02_lod22c0cf77a,240,47056,|attach_t7_smg_ap9_stock_02_world|xmodel|acv_stalker_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
75,xmodelmesh,attach_t7_smg_ap9_dbal_02_lod284469606,240,57728,|attach_t7_smg_ap9_dbal_02_world|xmodel|acv_steadyaim_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
76,xmodelmesh,attach_t7_smg_ap9_silencer_02_lod2bb9e8e59,240,47888,|attach_t7_smg_ap9_silencer_02_world|xmodel|acv_suppressed_smg_standard|attachmentcosmeticvariant|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
77,techset,ei/effect_lit_blend#2843f95a,637535,0,|ei/gfx_water_bubble_int1_anim_lit|material|weapon/fx_muz_sm_gas_flash_3p|fx|weapon/fx_muz_sm_pistol_3p|fx|t6_vector_k10|weapon|zone_source/zm_mod.zone|csv
78,material,ei/gfx_debris_clumps_lit|dup,2033,0,|zm_mod|texturecombo
79,image,fxt_debris_clumps,1398178,0,|zm_mod|texturecombo
80,material,ei/gfx_gib_concrete_02_lit|dup,1752,0,|zm_mod|texturecombo
81,techset,ei/effect_lit_emissive_blend#2843f95a,276080,0,|ei/gfx_smk_puff_volume_varied_em_i8|material|custom/fx_mk2_impact_ug|fx|surface_enter_mark2_ug|surfacefxtable|mark2_enter_ug|impactsfxtable|bo3_mark2_upgraded_zm|weapon|zone_source/zm_mod.zone|csv
82,image,$white_reveal,86,0,|el/gfx_red_tracer|material|custom/fx_mk2_trail_ug|fx|bo3_mark2_upgraded_zm|weapon|zone_source/zm_mod.zone|csv
83,material,ei/gfx_gib_concrete_02_em|dup,1442,0,|zm_mod|texturecombo
84,image,fxt_gib_concrete_02,699308,0,|zm_mod|texturecombo
85,material,ei/gfx_gib_concrete_01_lit|dup,1128,0,|zm_mod|texturecombo
86,material,ei/gfx_gib_concrete_01_em|dup,1168,0,|zm_mod|texturecombo
87,image,fxt_gib_concrete_01,699156,0,|zm_mod|texturecombo
88,material,ei/gfx_smk_billow_whisp_anim_lit|dup,1672,0,|zm_mod|texturecombo
89,material,ei/gfx_smk_billow_whisp_anim_em|dup,1168,0,|zm_mod|texturecombo
90,material,ei/gfx_smk_billow_whisp_anim_full_lite_em|dup,1968,0,|zm_mod|texturecombo
91,image,fxt_smk_billow_whisp_anim,5592474,0,|zm_mod|texturecombo
92,material,ei/gfx_fog_slow_lg_anim_lit|dup,1136,0,|zm_mod|texturecombo
93,image,fxt_fog_slow_lg_anim,5592597,0,|zm_mod|texturecombo
94,material,ei/gfx_smk_tendril_1_lit|dup,1128,0,|zm_mod|texturecombo
95,image,fxt_smk_tendril_1,2796402,0,|zm_mod|texturecombo
96,material,ei/gfx_gas_blur_core_thick_em|dup,1464,0,|zm_mod|texturecombo
97,image,fxt_gas_blur_core_thick,1398168,0,|zm_mod|texturecombo
98,image,fxt_gas_blur_core_thick_mask,174949,0,|zm_mod|texturecombo
99,techset,lit_weapon_impact#da7372ff,1096900,0,|gfx_decal_blood_fatal_02|material|blood/fx_blood_decal_impact_ground_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
100,image,$white_gloss,133,0,|mc/mtl_t6_attach_optic_scope_inside|material|vm_t6_acog|xmodel|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
101,material,gfx_decal_bullet_wood_02|dup,1207,0,|zm_mod|texturecombo
102,techset,vd/lit_weapon_impact#36ede2cf,449334,0,|vd/gfx_decal_blood_fatal_02|material|blood/fx_blood_decal_impact_ground_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
103,material,vd/gfx_decal_bullet_wood_02|dup,522,0,|zm_mod|texturecombo
104,techset,vdd/lit_weapon_impact#ec9dbdd0,449415,0,|vdd/gfx_decal_blood_fatal_02|material|blood/fx_blood_decal_impact_ground_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t6_xpr50_up|weapon|zone_source/zm_mod.zone|csv
105,material,vdd/gfx_decal_bullet_wood_02|dup,537,0,|zm_mod|texturecombo
106,image,i_t7_decal_bullet_wood_02_c,87636,0,|zm_mod|texturecombo
107,image,i_t7_decal_bullet_wood_02_n,22044,0,|zm_mod|texturecombo
108,material,gfx_decal_bullet_wood_03|dup,672,0,|zm_mod|texturecombo
109,material,vd/gfx_decal_bullet_wood_03|dup,512,0,|zm_mod|texturecombo
110,material,vdd/gfx_decal_bullet_wood_03|dup,528,0,|zm_mod|texturecombo
111,image,i_t7_decal_bullet_wood_03_c,22044,0,|zm_mod|texturecombo
112,image,i_t7_decal_bullet_wood_03_n,22044,0,|zm_mod|texturecombo
113,material,ei/gfx_gel_splat_wide_lit|dup,1752,0,|zm_mod|texturecombo
114,image,fxt_gel_splat_wide,1398179,0,|zm_mod|texturecombo
115,material,ei/gfx_debris_clump_lit|dup,1128,0,|zm_mod|texturecombo
116,image,fxt_debris_clump,349713,0,|zm_mod|texturecombo
117,material,ei/gfx_debris_embers_em_i128|dup,1560,0,|zm_mod|texturecombo
118,image,fxt_debris_embers,349586,0,|zm_mod|texturecombo
119,image,fxt_debris_embers_mask,174943,0,|zm_mod|texturecombo
120,material,gfx_decal_bullet_wood_01|dup,680,0,|zm_mod|texturecombo
121,material,vd/gfx_decal_bullet_wood_01|dup,512,0,|zm_mod|texturecombo
122,material,vdd/gfx_decal_bullet_wood_01|dup,528,0,|zm_mod|texturecombo
123,image,i_t7_decal_bullet_wood_01_c,21972,0,|zm_mod|texturecombo
124,image,i_t7_decal_bullet_wood_01_n,22044,0,|zm_mod|texturecombo
125,material,ei/gfx_fire_flame_base_1_anim_em|dup,1176,0,|zm_mod|texturecombo
126,image,fxt_fire_flame_base_1_anim,2796411,0,|zm_mod|texturecombo
127,material,ei/gfx_gib_wood_01_lit|dup,1136,0,|zm_mod|texturecombo
128,image,fxt_gib_wood_01,174864,0,|zm_mod|texturecombo
129,material,ei/gfx_smk_whisp_anim_lit|dup,1136,0,|zm_mod|texturecombo
130,material,ei/gfx_smk_whisp_anim_em|dup,1456,0,|zm_mod|texturecombo
131,image,fxt_smk_whisp_anim,2796275,0,|zm_mod|texturecombo
132,material,ei/gfx_water_splash_low_anim_lit|dup,1144,0,|zm_mod|texturecombo
133,image,fxt_water_splash_low_anim,1398202,0,|zm_mod|texturecombo
134,material,ei/gfx_water_stream_anim_lit|dup,1136,0,|zm_mod|texturecombo
135,image,fxt_water_stream_anim,2796406,0,|zm_mod|texturecombo
136,material,ei/gfx_gel_splat_spread_lit|dup,1128,0,|zm_mod|texturecombo
137,image,fxt_gel_splat_spread,1398197,0,|zm_mod|texturecombo
138,techset,ei/effect_lit_specular_blend#2843f95a,319240,0,|ei/gfx_water_bubbledeath_group2_anim_spec|material|weapon/fx_muz_sm_gas_flash_3p|fx|weapon/fx_muz_sm_pistol_3p|fx|t6_vector_k10|weapon|zone_source/zm_mod.zone|csv
139,material,ei/gfx_gel_splat_side_spec|dup,2048,0,|zm_mod|texturecombo
140,material,ei/gfx_gel_splat_side_lit|dup,1136,0,|zm_mod|texturecombo
141,image,fxt_gel_splat_side,699139,0,|zm_mod|texturecombo
142,image,fxt_gel_splat_side_n,174869,0,|zm_mod|texturecombo
143,material,gfx_decal_bullet_concrete_01|dup,904,0,|zm_mod|texturecombo
144,material,vd/gfx_decal_bullet_concrete_01|dup,528,0,|zm_mod|texturecombo
145,material,vdd/gfx_decal_bullet_concrete_01|dup,528,0,|zm_mod|texturecombo
146,image,i_t7_decal_bullet_concrete_01_c,21984,0,|zm_mod|texturecombo
147,image,i_t7_decal_bullet_concrete_01_n,22048,0,|zm_mod|texturecombo
148,material,gfx_decal_bullet_concrete_02|dup,656,0,|zm_mod|texturecombo
149,material,vd/gfx_decal_bullet_concrete_02|dup,496,0,|zm_mod|texturecombo
150,material,vdd/gfx_decal_bullet_concrete_02|dup,496,0,|zm_mod|texturecombo
